ID,Ref_No,Name,Category,Latitude,Longitude,Address,Postcode,Feature_Easting,Feature_northing,Distance,Pointx_class
2513,47997514,K F C Ltd,Fast Food Shop,51.51761811,-0.080007437,180,EC2M 4NQ,533315.5,181602.3,19.2,1020018
2514,47997454,Fresh,Fast Food Shop,51.50114056,-0.094148784,210-212,SE1 1JX,532382.1,179744.3,16.9,1020018
2515,47996725,Lazio,Fast Food Shop,51.51193293,-0.07522976,Ibex House 42-47,EC3N 1QH,533663.6,180978.8,4.8,1020018
2516,48003585,Franco Take Away,Fast Food Shop,51.52631108,-0.079833503,67,EC2A 3AY,533302.2,182569.3,11.4,1020018
2517,48002077,Italiano Pizza,Fast Food Shop,51.52940556,-0.088597301,59,N1 7RD,532685.3,182897.5,8.9,1020018
2518,48002926,Di Lieto Sandwich Bar,Fast Food Shop,51.51433154,-0.109136311,175,EC4A 2EA,531304,181184.2,19.2,1020018
2519,48000540,G Kelly,Fast Food Shop,51.52677544,-0.060233554,414,E2 0DJ,534660.4,182656.8,17,1020018
2520,48000124,Suey Hong Chinese Takeaway,Fast Food Shop,51.52818534,-0.0508949,252,E2 0JD,535304,182830.8,12.9,1020018
2521,47999772,K F C Ltd,Fast Food Shop,51.52036491,-0.134650574,71,W1T 2HD,529516.6,181809.7,33.8,1020018
2522,47999771,K F C Ltd,Fast Food Shop,51.52673282,-0.060647675,406,E2 0DJ,534631.8,182651.3,9.6,1020018
2523,47999176,Hong Kong Garden,Fast Food Shop,51.5221615,-0.045994432,199,E1 4AA,535661.8,182170,17.2,1020018
2524,47999109,Italia Uno,Fast Food Shop,51.52050316,-0.137125632,91,W1T 4PX,529344.5,181820.7,17.7,1020018
2525,48005497,Paninis Sandwich Bar,Fast Food Shop,51.52211466,-0.0819474,91,EC2A 2BG,533167.8,182098.8,12.9,1020018
2526,48003513,East End Kebab,Fast Food Shop,51.52477466,-0.071526885,120,E2 6DG,533882.9,182413.6,10.1,1020018
2527,48010133,Dallas Chicken & Ribs,Fast Food Shop,51.5032895,-0.115220122,25,SE1 7NJ,530913.5,179945.4,16.5,1020018
2529,48009143,Chinese Canteen,Fast Food Shop,51.50072394,-0.107793399,189,SE1 8UX,531436.3,179673.4,5.2,1020018
2530,48008987,Best Kebab,Fast Food Shop,51.51464483,-0.056781152,275,E1 2PS,534935.7,181314.2,16.6,1020018
2531,48008597,Roman Snack Bar,Fast Food Shop,51.52528978,-0.04463082,312,E1 4BU,535747.1,182520.4,15.7,1020018
2532,48009688,Perfect Fried Chicken,Fast Food Shop,51.52836883,-0.050248391,77,E2 0QN,535348.3,182852.4,16.6,1020018
2533,48009674,Subway,Fast Food Shop,51.51979517,-0.134278907,13,W1T 2PG,529544,181747,12.7,1020018
2534,48008421,EAT.,Fast Food Shop,51.51962309,-0.097645307,140,EC1A 4HY,532086,181793.3,23.2,1020018
2535,48008390,All Street Catering,Fast Food Shop,51.52620805,-0.086185307,233,EC1V 9HE,532861.9,182546.3,18.4,1020018
2536,48007393,Cafe Mapa,Fast Food Shop,51.51178993,-0.068828344,123,E1 8EY,534108.2,180974.6,11.2,1020018
2537,48008036,Benugo Cafe Sandwich Bar,Fast Food Shop,51.50798969,-0.124686901,1,WC2N 6RH,530243.1,180451.2,49.3,1020018
2538,48006984,Shahi Tandoori,Fast Food Shop,51.49478867,-0.076607533,77,SE1 3BW,533618.1,179069.8,3.1,1020018
2539,48006259,Welcome Chinese Take-away,Fast Food Shop,51.49818323,-0.061851186,184,SE16 4RT,534632.4,179474.3,18.7,1020018
2540,48005732,Green Pepper,Fast Food Shop,51.52237439,-0.044631741,239,E1 4AA,535755.7,182196.2,18.9,1020018
2541,48004769,Twists,Fast Food Shop,51.50052457,-0.091328881,29,SE1 4LA,532579.6,179680.9,12.4,1020018
2542,47984074,EAT.,Fast Food Shop,51.50582081,-0.116837632,Unit 4 Royal Festival Hall,SE1 8XX,530794,180224,51.4,1020018
2543,47987361,Wimpy Restaurant Group Ltd,Fast Food Shop,51.51353042,-0.056984232,28,E1 2PR,534924.9,181189.9,53.9,1020018
2544,47989456,Onions Sandwich Bar,Fast Food Shop,51.5183755,-0.121337225,1,WC1A 2QH,530445.9,181612.1,33.1,1020018
2546,47987904,Fusion Grill,Fast Food Shop,51.49991702,-0.106884545,233,SE1 8XH,531501.7,179585.3,19.2,1020018
2547,47988745,Domino's Pizza,Fast Food Shop,51.51171282,-0.092968258,30,EC4R 1BR,532433.4,180922.1,10.4,1020018
2548,47986349,Wonderful House,Fast Food Shop,51.51590183,-0.04578383,132,E1 0QW,535695,181474.3,11.3,1020018
2549,47985972,Red Planet Pizza,Fast Food Shop,51.52780929,-0.077805464,24-26,E2 8DA,533438.5,182739.6,15.1,1020018
2550,47985014,Class Chicken,Fast Food Shop,51.53024292,-0.121168784,315,WC1X 8PX,530423.7,182932.1,18.3,1020018
2551,47991397,Thames Take Away,Fast Food Shop,51.50032316,-0.074278148,140,SE1 2HG,533763.6,179689.5,15.9,1020018
2552,47991156,Morley Tandoori Take Away,Fast Food Shop,51.49913463,-0.108944121,69,SE1 7QZ,531361,179494.6,7.5,1020018
2553,47990777,Berni's Sandwich Bar,Fast Food Shop,51.52962527,-0.102572875,249,EC1V 7JD,531715.3,182896.7,3.9,1020018
2554,47992618,S & R Kelly,Fast Food Shop,51.52623443,-0.065318105,284,E2 0AG,534309.3,182587.3,18,1020018
2555,47991860,Metro Express,Fast Food Shop,51.51857028,-0.134158882,6,W1T 2JB,529555.8,181611,11.3,1020018
2556,47991700,Pizza to Go,Fast Food Shop,51.5007824,-0.091534231,15,SE1 4LA,532564.6,179709.2,12.2,1020018
2557,47991201,Perfect Fried Chicken,Fast Food Shop,51.5214225,-0.047517997,214,E1 4LJ,535558.3,182085,18.3,1020018
2558,47991203,Perfect Fried Chicken,Fast Food Shop,51.51167826,-0.068709126,129,E1 8EY,534116.8,180962.4,12.8,1020018
2559,47973349,Bar Remo,Fast Food Shop,51.51371893,-0.093292342,St. Mary le Bow House 54,EC4M 9DJ,532405.1,181144.6,1.3,1020018
2560,47974329,Burger King Ltd,Fast Food Shop,51.49505696,-0.046488215,45 Surrey Quays Shopping Centre,SE16 7LL,535708,179155,63.9,1020018
2561,47973312,Burger King Ltd,Fast Food Shop,51.50835844,-0.124802895,Charing Cross Station,WC2N 5HS,530234,180492,24.2,1020018
2562,47974278,McDonald's Restaurant,Fast Food Shop,51.50324174,-0.111915244,Railway Arches 270 The Colonnade,SE1 8SF,531143,179946,20.7,1020018
2563,47973100,Burger King Ltd,Fast Food Shop,51.52974611,-0.123895362,27,NW1 2SD,530236,182872,18.7,1020018
2565,47972832,Coopers Sandwich Bar,Fast Food Shop,51.51732832,-0.109332178,82,EC4A 1EQ,531281.8,181517.1,19.9,1020018
2566,47973638,Burger King Ltd,Fast Food Shop,51.51584777,-0.070982971,90,E1 7RA,533946.8,181421.9,13.4,1020018
2567,47972545,McDonald's Restaurant,Fast Food Shop,51.50630251,-0.126813904,45,SW1A 2BX,530100.3,180259.8,16.7,1020018
2568,47971830,Cortina Food Club,Fast Food Shop,51.51708839,-0.107335781,1a,EC1N 2HB,531421,181494,15.7,1020018
2570,47971330,McDonald's Restaurant,Fast Food Shop,51.52981775,-0.123033146,13-15,NW1 2RY,530295.6,182881.5,21.1,1020018
2571,47971245,The Grubberie,Fast Food Shop,51.52431487,-0.107730978,12,EC1R 0BD,531372.8,182296.9,6.4,1020018
2572,47970133,McDonald's Restaurant,Fast Food Shop,51.50877183,-0.124448713,34-35,WC2N 5HY,530257.4,180538.6,24.9,1020018
2573,47982291,Birley's Ltd,Fast Food Shop,51.51465279,-0.100190112,Warwick Court 5,EC4M 7DX,531923.8,181236,34.2,1020018
2574,47978102,Brunel Sandwich Shop,Fast Food Shop,51.51313587,-0.113121756,211,WC2R 1AP,531030.9,181044.1,13.2,1020018
2575,47976679,Burger King Ltd,Fast Food Shop,51.51670873,-0.131159192,1a-1b,W1T 1BA,529769.2,181409.3,28.7,1020018
2576,47967736,Deli Box,Fast Food Shop,51.5143639,-0.09496464,126,EC2V 6BT,532287.2,181213.3,11.3,1020018
2577,80811802,McDonald's Restaurant,Fast Food Shop,51.51488215,-0.05976313,201-217,E1 2BT,534728.1,181335.1,21,1020018
2578,80830397,McDonald's Restaurant,Fast Food Shop,51.51109505,-0.133948393,Avenue House 25-27,W1D 7EQ,529591.6,180780.1,11.1,1020018
2579,104575382,Ravello,Fast Food Shop,51.49757968,-0.134199341,61-71,SW1H 0HW,529612.5,179276.7,19.6,1020018
2580,107628735,EAT.,Fast Food Shop,51.50917552,-0.137479643,Malta House 36-38,W1J 0DP,529352,180560.4,13.1,1020018
2581,125909889,Express Grill & Pizza,Fast Food Shop,51.52901768,-0.116037736,115,WC1X 9NH,530783.1,182805,20.4,1020018
2582,131503087,Cafe Stella,Fast Food Shop,51.51980022,-0.107037411,5,EC1N 8TS,531433.9,181796.1,14,1020018
2583,131516215,Wasabi,Fast Food Shop,51.51878193,-0.084363378,1,EC2M 2QS,533009.9,181723.8,48.2,1020018
2584,158333098,Fab Thai Street Food,Fast Food Shop,51.52256359,-0.084655871,7,EC2A 4JJ,532978.6,182143.8,11,1020018
2585,156933146,EAT.,Fast Food Shop,51.51060178,-0.085598603,King William House 2a,EC3M 1AA,532948,180811.9,13.1,1020018
2586,110611729,Upper Crust,Fast Food Shop,51.50314647,-0.113259209,Exit 2 Waterloo Station,SE1 7LY,531050,179933,70.3,1020018
2587,95787971,Camden Food Co,Fast Food Shop,51.51866544,-0.081527295,"46, Liverpool Street Station Main Concourse, Liverpool Street",EC2M,533207,181716,51.4,1020018
2588,107668527,The Cellarium,Fast Food Shop,51.4990367,-0.127274631,"B, Westminster Abbey",SW1P 3EE,530089,179451,89.5,1020018
2589,107682081,The Pasty Shop,Fast Food Shop,51.52867265,-0.133267246,"Main Concourse, 18, Euston Station",NW1 2DU,529589,182736,58.4,1020018
2590,125510954,M&S Food to Go,Fast Food Shop,51.51144575,-0.078314198,"7, Fenchurch Street Station, Fenchurch Place",EC3M 4AJ,533451,180919,18.6,1020018
2591,146696724,Benugo,Fast Food Shop,51.51212336,-0.12124713,"The London Transport Museum, 39, Wellington Street",WC2E 8RD,530470,180917,36.3,1020018
2592,159236289,M&S Food to Go,Fast Food Shop,51.50460186,-0.085979769,"Guy's Hospital Car Park, Whsmith, St. Thomas Street",SE1 9RT,532939,180144,57.9,1020018
2593,159606170,Rays Curry Base Pizza,Fast Food Shop,51.52861441,-0.049550205,99,E2 0QN,535396,182881,18.2,1020019
2594,157767560,P O D,Fast Food Shop,51.49657208,-0.134002775,2,SW1P 1SB,529629,179165,15.5,1020019
2595,157769999,Perfetta Pizza,Fast Food Shop,51.4994273,-0.052972171,34,SE16 7JQ,535245,179629,16.9,1020019
2596,149625423,Twisted Delivery Ltd,Fast Food Shop,51.51442043,-0.065073598,12,E1 1RH,534361,181274,17.7,1020019
2597,141260188,Boroughbox,Fast Food Shop,51.49419442,-0.062850179,"Unit 4, Building H Tower Bridge Business Complex 100",SE16 4DG,534574.8,179028.9,107.2,1020019
2598,129834290,Deliveroo,Fast Food Shop,51.52135724,-0.134114162,22-24,WC1E 7HJ,529551,181921,38,1020019
2599,127740127,Chef Online,Fast Food Shop,51.52452543,-0.071463895,218,E1 6SA,533888,182386,10,1020019
2600,108300935,Oriental House,Fast Food Shop,51.53074685,-0.072032878,196,E2 7QL,533830.3,183076.8,13.2,1020019
2601,105226695,Bluebell Restaurant Ltd,Fast Food Shop,51.51024219,-0.084228762,8,EC3R 8DR,533044.1,180774.4,21.5,1020019
2602,149609468,Beef & Birds,Fast Food Shop,51.51905795,-0.071464248,76,E1 6RL,533904,181778,13.1,1020019
2603,149607901,Deliveroo,Fast Food Shop,51.50986512,-0.091105688,1,EC4R 3TE,532568,180720,27.5,1020019
2604,48018347,Island Cafe,Fast Food Shop,51.50403448,-0.095539566,1,SE1 0AB,532277.2,180063.6,13.2,1020019
2605,47971195,Becks Sandwich Bar,Fast Food Shop,51.51964303,-0.117104977,28,WC1R 4PS,530735.9,181760.6,6.3,1020019
2606,47972305,Echo Pizza,Fast Food Shop,51.49660719,-0.13389185,40,SW1P 2HR,529636.6,179169.1,15.6,1020019
2607,48018376,Food Bazaar,Fast Food Shop,51.52233874,-0.114234763,59,WC1X 8TL,530927.3,182065.5,10.1,1020019
2609,48021825,Riccardo's Sandwich Delivery Services,Fast Food Shop,51.52254375,-0.084818152,9,EC2A 4JJ,532967.4,182141.3,13.9,1020019
2610,48020181,Sandwichman,Fast Food Shop,51.52625572,-0.111150766,23-24,WC1X 0DS,531130,182506.6,15.8,1020019
2611,145835227,Leos Fish & Chips Ltd,Fish and Chip Shop,51.51513489,-0.104142193,71,EC4M 7RD,531648.2,181282.5,20.7,1020020
2612,159230098,Just Chips,Fish and Chip Shop,51.51125243,-0.129771296,16a,WC2H 7LE,529881,180805,25.5,1020020
2613,157516826,Chip Nation,Fish and Chip Shop,51.51117237,-0.134342988,40,W1D 7LY,529564,180788,11.3,1020020
2614,157513727,Chips A Gogo,Fish and Chip Shop,51.51171728,-0.127907577,21,WC2H 7AA,530009,180860,14.3,1020020
2615,150973919,Shoreditch Fish & Chips,Fish and Chip Shop,51.52490405,-0.072067778,117,E2 7DL,533845,182427,18.1,1020020
2616,145841303,Hoxton Fish House,Fish and Chip Shop,51.52905375,-0.083844291,59,N1 6BU,533016,182867,24,1020020
2617,142060024,Great British Fish & Chips,Fish and Chip Shop,51.50906222,-0.07883241,"G, The Tower Of London, Tower Hill",EC3N 4EE,533422,180653,7.4,1020020
2618,145415117,Hipchips,Fish and Chip Shop,51.51266178,-0.132437418,49,W1D 6HL,529692,180957,5.9,1020020
2619,129143845,Golden Grill & Fish Bar,Fish and Chip Shop,51.49565586,-0.072135234,104,SE16 3QT,533926,179174.4,18.6,1020020
2620,126935366,Fish Plaice,Fish and Chip Shop,51.5179409,-0.126098608,32,WC1A 1LH,530116.8,181555.3,16.4,1020020
2621,123174170,Great British Fish & Chips,Fish and Chip Shop,51.50282284,-0.119256547,Riverside Building County Hall,SE1 7JA,530634.7,179886.3,30.8,1020020
2622,124749340,Ben's,Fish and Chip Shop,51.51544007,-0.126604804,200,WC2H 8JL,530088.8,181276.3,12.6,1020020
2623,109133277,Kennedy's,Fish and Chip Shop,51.5236872,-0.093514575,171,EC1Y 8JT,532360.8,182252.7,8.4,1020020
2624,108238053,Fish & Chipper,Fish and Chip Shop,51.51105255,-0.12907909,47,WC2H 7AN,529929.6,180784,7.5,1020020
2625,95332169,Fish! Kitchen Take Away,Fish and Chip Shop,51.50580038,-0.090271212,9,SE1 9AL,532637.7,180269.5,7.5,1020020
2626,95240474,The Best Kebab & Fish Bar,Fish and Chip Shop,51.52620805,-0.086185307,233,EC1V 9HE,532861.9,182546.3,18.4,1020020
2627,95312417,Golden Union,Fish and Chip Shop,51.51533646,-0.137773141,38,W1F 7LY,529314.2,181245,18,1020020
2628,95441741,Munchkins,Fish and Chip Shop,51.51776434,-0.127149392,38,WC1B 3PP,530044.4,181533.8,8.6,1020020
2629,95442604,Castle Fish Bar,Fish and Chip Shop,51.49786027,-0.104147391,11,SE1 6JZ,531697.6,179361.5,23.3,1020020
2630,95442544,Fishcotheque,Fish and Chip Shop,51.50400788,-0.111634297,79a,SE1 8UD,531160.3,180031.7,16.3,1020020
2631,95444531,Diana's Traditional Fish & Chips,Fish and Chip Shop,51.51913549,-0.061113137,239,E1 1DB,534621.9,181805.6,33.5,1020020
2632,95360914,Fish Bar,Fish and Chip Shop,51.49815502,-0.062919972,166,SE16 4RT,534558.3,179469.2,10.6,1020020
2633,156933296,Chip Nation Ltd,Fish and Chip Shop,51.51113619,-0.134330054,40,W1D 7LY,529565,180784,12,1020020
2634,141264828,Great British Fish & Chips,Fish and Chip Shop,51.50277536,-0.118706646,Riverside Building County Hall,SE1 7PB,530673,179882,26.7,1020020
2635,141258065,Kennedy's Restaurant,Fish and Chip Shop,51.52626375,-0.099732793,184-186,EC1V 7DT,531922,182528,14.2,1020020
2636,129839855,Aycan Ltd,Fish and Chip Shop,51.50401064,-0.111638505,79a,SE1 8UD,531160,180032,15.9,1020020
2637,129137746,Fish & Chips Express,Fish and Chip Shop,51.49496461,-0.088357168,29,SE1 4AL,532802,179068,13,1020020
2638,129113125,Wapping Fish Bar,Fish and Chip Shop,51.50538129,-0.057905868,89,E1W 2RW,534885,180282,8.9,1020020
2639,127719192,Eddie's Fish Bar,Fish and Chip Shop,51.53034854,-0.121586868,327,WC1X 8PX,530394.4,182943.1,20.1,1020020
2640,124004454,Vintage Salt,Fish and Chip Shop,51.51686553,-0.082706986,Dashwood House,EC2M 1QS,533130.4,181513.7,20.3,1020020
2641,123118666,Fresh Fried Fish & Chips,Fish and Chip Shop,51.52609699,-0.084174579,95,EC2A 4BA,533001.7,182537.6,10.4,1020020
2642,110610209,Alens Fish & Chips,Fish and Chip Shop,51.5200476,-0.118276023,43,WC1X 8SP,530653.5,181803.5,16,1020020
2644,146516301,Ben's Fish & Chip,Fish and Chip Shop,51.51543733,-0.126602034,200,WC2H 8JL,530089,181276,12.9,1020020
2645,48027619,Olley's Fish & Chips,Fish and Chip Shop,51.50084248,-0.098110508,101,SE1 1PQ,532108,179704,9.7,1020020
2646,48030548,Gigs Fish & Chips,Fish and Chip Shop,51.52071703,-0.135305014,12,W1T 4RE,529470.2,181847.7,15.6,1020020
2647,48020829,Docklands Fish Bar,Fish and Chip Shop,51.51302455,-0.043485733,506,E1 0HY,535863,181158.6,13.3,1020020
2648,48015325,Regal Fish Bar,Fish and Chip Shop,51.5270403,-0.057274112,474,E2 0EA,534864.9,182691.7,19.1,1020020
2649,48025388,Johnny's Fish Bar,Fish and Chip Shop,51.50032127,-0.074217714,142,SE1 2HG,533767.8,179689.4,15.4,1020020
2650,48088583,Long Lane Fish Bar,Fish and Chip Shop,51.49950885,-0.086775231,154,SE1 4BS,532898.6,179576.2,13.7,1020020
2651,48028948,Master Superfish,Fish and Chip Shop,51.50072304,-0.107793436,191,SE1 8UX,531436.3,179673.3,5.3,1020020
2652,48028697,Rock & Sole Plaice Ltd,Fish and Chip Shop,51.51483248,-0.125329719,45-49,WC2H 9AJ,530179,181211,14.8,1020020
2653,48018463,Simply the Best Fish Bar,Fish and Chip Shop,51.5305903,-0.073560554,157,E2 8JL,533724.8,183056.6,20.4,1020020
2654,48017902,G N C Fish Bar Ltd,Fish and Chip Shop,51.52115161,-0.044859979,78,E1 4LR,535743.5,182059.8,12,1020020
2655,48017669,Laughing Halibut,Fish and Chip Shop,51.4966278,-0.134000499,38,SW1P 2HR,529629,179171.2,21,1020020
2656,48024174,Albion Fish Bar,Fish and Chip Shop,51.49944865,-0.052903544,36,SE16 7JQ,535249.7,179631.5,15.7,1020020
2657,48020331,Globe Road Fish Bar,Fish and Chip Shop,51.52653316,-0.050664157,165,E2 0LJ,535324.9,182647.5,16.3,1020020
2658,48019772,Fryers Delight,Fish and Chip Shop,51.52034757,-0.117299341,19,WC1X 8SL,530720.4,181838.6,12.2,1020020
2659,158050749,Big Bar,Bar,51.52307452,-0.078727062,"12, Street Feast Dinerama, 19, Great Eastern Street",EC2A 3EJ,533388.4,182211.4,16.3,1020034
2660,158050742,Zephyr Lounge,Bar,51.52314598,-0.078752885,"20, Street Feast Dinerama, 19, Great Eastern Street",EC2A 3EJ,533386.4,182219.3,19.7,1020034
2661,158051815,Little Fable,Bar,51.51561666,-0.103738807,"1, 3, Fleet Place",EC4M 7RD,531674.8,181336.8,24.6,1020034
2662,154157016,Rake's,Bar,51.51828181,-0.082264103,"123, Bishopsgate",EC2M 7PY,533157,181672,17,1020034
2663,158047710,Sports Bar & Grill,Bar,51.52506418,-0.090101048,"174-180, Old Street",EC1V 9BP,532593.6,182412,15.9,1020034
2664,146698103,Craft Beer Co.,Bar,51.52626377,-0.08590762,"1, Vince Street",EC1V 9HB,532881,182553,14.7,1020034
2665,158048994,Crispin,Bar,51.51829921,-0.076078433,"White's Row, Crispin Street",E1 6HQ,533586.1,181685.2,11,1020034
2666,157511863,Pong,Bar,51.53142055,-0.115593948,"154-156, Pentonville Road",N1 9JL,530807,183073,13,1020034
2667,158048577,The Gun,Bar,51.51889794,-0.076122388,"54, Brushfield Street",E1 6AA,533581.3,181751.7,10.9,1020034
2668,152920963,El Vino Co Tasting House,Bar,51.50483556,-0.082670204,"5, More London Place",SE1 2HZ,533168,180176,34,1020034
2669,152920966,The Botanical Bar by River Cottage,Bar,51.50602989,-0.081467279,"1, Morgans Lane",SE1 2JH,533248,180311,99.8,1020034
2670,154157825,The George & Monkey,Bar,51.52992344,-0.110292512,"68, Amwell Street",EC1R 1UU,531179,182916,9.7,1020034
2671,150972156,London Cocktail Club,Bar,51.51810153,-0.079489835,"208a, Bishopsgate",EC2M 4NR,533350,181657,9.7,1020034
2672,157520100,The Parrot,Bar,51.51267402,-0.11913475,"Hilton Hotels, 21-23, Aldwych",WC2B 4DD,530615,180982,31.8,1020034
2673,154158245,The Conduit,Bar,51.5161868,-0.103294268,"1a, Fleet Place",EC4M 7RA,531704,181401,26.7,1020034
2674,150972148,Balls Brothers,Bar,51.51468896,-0.084721024,"6, Adams Court, Old Broad Street",EC2M 1QP,532997,181268,38.2,1020034
2675,142050926,Clerkenwell & Social,Bar,51.52218499,-0.103304516,"2, St. John's Square",EC1M 4DE,531686,182068,6.8,1020034
2676,142060253,T.T. Liquor,Bar,51.52864541,-0.078123464,"Bridge House, 17, Kingsland Road",E2 8AA,533414,182832,15.5,1020034
2677,133934707,The Savannah,Bar,51.52665709,-0.136016697,"81a, Euston Street",NW1 2ET,529404,182507,10,1020034
2678,133928234,The Dugout,Bar,51.50289842,-0.091814692,"161-165, Borough High Street",SE1 1HR,532539,179944,8.5,1020034
2679,127747875,The Piano Works,Bar,51.52286479,-0.108090926,"117a, Farringdon Road",EC1R 3BX,531352,182135,23.3,1020034
2680,123173537,Central Bar,Bar,51.50576689,-0.116839855,"11, Royal Festival Hall, South Bank",SE1 8XX,530794,180218,56.6,1020034
2681,118144991,She Soho,Bar,51.51320385,-0.130901984,"23a, Old Compton Street",W1D 5JL,529797,181020,10,1020034
2682,105194898,London Cocktail Club,Bar,51.51889765,-0.136650626,"61a, Goodge Street",W1T 1TL,529382,181643,9.7,1020034
2683,95850365,Neo,Bar,51.52056106,-0.097980995,"14-17, Carthusian Street",EC1M 6AD,532060,181897,6.6,1020034
2684,95775729,Callaghans,Bar,51.52390067,-0.125000556,"1, Holiday Inn, Coram Street",WC1N 1HT,530176,182220,21.3,1020034
2685,95442340,The Horniman at Hay's,Bar,51.50589281,-0.083533641,"26a-, Hay's Galleria, Tooley Street",SE1 2HD,533105,180292,36.3,1020034
2686,95344837,Stage Door Bar & Garden Court Cafe,Bar,51.52940882,-0.106262588,"2, Sadler's Wells Theatre, The Lilian Baylis Theatre, Rosebery Avenue",EC1R 4TN,531460,182866,21.5,1020034
2687,95347309,Night & Day Bar,Bar,51.52183698,-0.124162776,"2, Imperial Hotel, 61-66, Russell Square",WC1B 5JS,530240,181992,22.6,1020034
2688,95269938,The Vintry,Bar,51.51150618,-0.088615944,Abchurch Yard 119,EC4N 5AX,532736,180907,23.2,1020034
2690,145398281,The Beer House,Bar,51.50798791,-0.124688415,Unit 2 Charing Cross Station,WC2N 5HS,530243,180451,49.5,1020034
2691,145831198,Hudson's House,Bar,51.51761793,-0.130260052,Bedford Avenue,WC1B 3GH,529829,181512,14.7,1020034
2692,151344984,Light Lounge,Bar,51.51185316,-0.129660224,1,WC2H 7JR,529887,180872,11,1020034
2693,141271657,Pelt Trader,Bar,51.51136875,-0.090668135,Dowgate Hill,EC4N 6AP,532594,180888,11.8,1020034
2694,129112103,Momento Lounge Bar Ltd,Bar,51.52235403,-0.077782931,23,E1 6PG,533456,182133,11.9,1020034
2695,127724119,The Botanist,Bar,51.51898338,-0.083373334,Broadgate Circle,EC2M 2QS,533078,181748,66.6,1020034
2696,127714574,1707 Wine Bar,Bar,51.50837639,-0.138348042,181-186,W1J 9ES,529294,180470,12.7,1020034
2697,124003776,The Continental Bar,Bar,51.53113764,-0.126000811,"The Continental Bar, Unit 31",SW1A 2DD,530086,183023,58.5,1020034
2698,114134678,Lazy Bones,Bar,51.52043951,-0.103247309,5 Cowcross Place,EC1M 6DQ,531695,181874,32,1020034
2699,114124444,All Bar One,Bar,51.52740022,-0.133549955,Euston Station Piazza,NW1 2FD,529573,182594,51.3,1020034
2700,109089351,Jamies Wine Bar & Restaurant,Bar,51.51772612,-0.093962419,125,EC2Y 5AS,532347,181589,13.7,1020034
2701,108277587,Wine Wharf,Bar,51.50594577,-0.091745022,Stoney Street,SE1 9AD,532535,180283,11.7,1020034
2702,108296099,Davy's Plantation Place,Bar,51.5112767,-0.08227007,"Unit 8, Plantation Place",EC3R 7BD,533177,180893,34.1,1020034
2703,108278240,Truckles,Bar,51.5185624,-0.124081119,Bury Place,WC1A 2JR,530255,181628,23,1020034
2704,104534446,Cellar Door,Bar,51.51192307,-0.119410679,Aldwych,WC2E 7DN,530598,180898,7.5,1020034
2705,105227230,Davy's at Plantation Place,Bar,51.51117361,-0.082014993,8 Plantation Place,EC3R 5AT,533195,180882,38.2,1020034
2706,104580902,Slug & Lettuce,Bar,51.5086435,-0.073590118,Unit 1 Tower Bridge House,E1W 1AA,533787,180616,12.7,1020034
2707,104579065,Mabels Covent Garden,Bar,51.51075211,-0.123782285,29-30,WC2E 7JS,530298,180760,27.4,1020034
2708,104584476,Tworuba Bar Within Hilton London Tower Bridge,Bar,51.5046802,-0.082518222,5,SE1 2BY,533179,180159,16.3,1020034
2709,97782389,Fortnum & Mason,Bar,51.50828538,-0.1382797,181,W1J,529299,180460,23.9,1020034
2710,95750187,Fen Bar,Bar,51.51156751,-0.07915936,Fenchurch Place,EC3M 4AJ,533392,180931,9,1020034
2711,85572134,Prague Bar,Bar,51.52743558,-0.077828413,6,E2 8DA,533438,182698,15.5,1020034
2712,76237331,B F I Bar & Kitchen,Bar,51.50657168,-0.115437726,The British Film Institute Belvedere Road,SE1 8XT,530889,180310,16.8,1020034
2713,49871776,The Rockingham Arms,Bar,51.49531857,-0.099511691,Metro Central Heights,SE1 6BN,532026.7,179087.2,20.7,1020034
2714,49135897,Balls Brothers of London,Bar,51.51091664,-0.080599056,Mark Lane,EC3R 7BB,533294,180856,28.3,1020034
2715,48045282,Walkers of Whitehall,Bar,51.50681131,-0.127027921,15,SW1A 2DD,530084,180316,13.1,1020034
2716,48050601,The Old Kings Head,Bar,51.50465039,-0.089508043,,SE1 1NA,532694,180143,6.1,1020034
2717,48071356,The Big Chill Bar,Bar,51.5211849,-0.072844688,The Old Truman Brewery,E1 6QL,533802,182012,45,1020034
2718,47979532,The Draft House - Tower Bridge,Bar,51.50284371,-0.076903812,Horace Jones Vault,SE1 2UP,533574,179965,9.9,1020034
2719,48067185,Tank & Paddle,Bar,51.51111478,-0.081167187,1 Minster Court 3,EC3R 7AA,533254,180877,20.2,1020034
2720,48064218,Sports Bar & Grill,Bar,51.52028697,-0.103268061,19-25,EC1M 6DQ,531694,181857,15.1,1020034
2721,48043864,The Green Man,Bar,51.51310634,-0.091344908,1,EC2R 8EJ,532542,181080,8.3,1020034
2722,48036975,Anchor,Bar,51.50726989,-0.09298662,34,SE1 9EF,532445,180428,14.3,1020034
2723,131490265,London Cocktail Club,Bar,51.52853643,-0.056228624,"253, Paradise Row",E2 9LE,534933,182860,10.3,1020034
2724,129149258,68 & Boston,Bar,51.51477349,-0.131212458,"4-5, Greek Street",W1D 4DJ,529771,181194,9.2,1020034
2725,127755598,Le Restaurant De Paul,Bar,51.51530931,-0.084161729,"Tower 42, 25a, Old Broad Street",EC2N 1DW,533034,181338,18,1020034
