business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,category,category1,category2,MondayOpen,MondayClose,TuesdayOpen,TuesdayClose,WednesdayOpen,WednesdayClose,ThursdayOpen,ThursdayClose,FridayOpen,FridayClose,SaturdayOpen,SaturdayClose,SundayOpen,SundayClose
PMoL7ewn_ismRAtMd03keQ,Health Superstore,"848 N Rainbow Blvd, Ste 1616",Las Vegas,NV,89107,36.1808694,-115.2413143,1.0,4,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","Food, Home Health Care, Grocery, Health & Medical","{'Monday': '7:0-15:30', 'Tuesday': '7:0-15:30', 'Wednesday': '7:0-15:30', 'Thursday': '7:0-15:30', 'Friday': '7:0-15:30'}",Food, Home Health Care, Grocery,7.0,15.5,7.0,15.5,7.0,15.5,7.0,15.5,7.0,15.5,None,None,None,None
D2t3yDnG-HI17YOsiiWIuw,Dairy Queen Grill & Chill,560 E Windmill Ln,Las Vegas,NV,89123,36.042702411,-115.1508452743,2.5,28,1,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food, Burgers","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",Food, Ice Cream & Frozen Yogurt, Restaurants,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0
fAo-3jt3oD69nwnr5M6FLQ,Wing Lei,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.125645,-115.165705,4.0,349,1,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsAttire': ""'dressy'"", 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '4', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'CoatCheck': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'ByAppointmentOnly': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Chinese, Restaurants, Seafood, Nightlife, Bars","{'Monday': '17:30-21:30', 'Tuesday': '17:30-21:30', 'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0', 'Sunday': '17:30-21:30'}",Chinese, Restaurants, Seafood,17.5,21.5,17.5,21.5,17.5,21.5,17.5,21.5,17.5,22.0,17.5,22.0,17.5,21.5
Er8DpPwf_lHHv64ncWhD8g,The Henry,"3708 Las Vegas Blvd S, Level 1, The Boulevard Tower",Las Vegas,NV,89109,36.110195,-115.173698,4.0,1119,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'True'}","Restaurants, American (Traditional), Breakfast & Brunch","{'Monday': '0:0-14:0', 'Tuesday': '0:0-14:0', 'Wednesday': '0:0-14:0', 'Thursday': '0:0-14:0', 'Friday': '0:0-14:0', 'Saturday': '0:0-14:0', 'Sunday': '0:0-14:0'}",Restaurants, American (Traditional), Breakfast & Brunch,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
3zi81XrZYIMjaJnC0JLSsg,TCBY McCarran Airport,5757 Wayne Newton Blvd,Las Vegas,NV,89111,36.086251,-115.151703,2.5,8,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True'}","Food, Desserts, Ice Cream & Frozen Yogurt",,Food, Desserts, Ice Cream & Frozen Yogurt,None,None,None,None,None,None,None,None,None,None,None,None,None,None
vQ_o_8V8778MGqZ7uMJXuw,Smith & Wollensky,3377 Las Vegas Blvd S,Las Vegas,NV,89109,36.1220157,-115.1696498,4.0,88,1,"{'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'HappyHour': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True'}","American (New), Steakhouses, Seafood, Restaurants","{'Monday': '11:30-23:30', 'Tuesday': '11:30-23:30', 'Wednesday': '11:30-23:30', 'Thursday': '11:30-23:30', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '11:30-23:30'}",American (New), Steakhouses, Seafood,11.5,23.5,11.5,23.5,11.5,23.5,11.5,23.5,11.5,23.5,11.5,23.5,11.5,23.5
nn5z7c6aLZZbaN8Vvvx2uw,7-Eleven,3995 E Sunset Rd,Las Vegas,NV,89120,36.0705737991,-115.0874102814,2.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True'}","Coffee & Tea, Food, Grocery, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Coffee & Tea, Food, Grocery,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
H_eO04NZAQIDcbtFQ4BUag,Bobo China,8465 W Sahara Ave,Las Vegas,NV,89117,36.143117,-115.275824,4.5,312,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'NoiseLevel': ""'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'DriveThru': 'False', 'HasTV': 'True', 'DogsAllowed': 'False'}","Fast Food, Chinese, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",Fast Food, Chinese, Restaurants,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,None,None
XydKWBaKYDO2BFXs8pXnbg,McDonald's,7662 W Lake Mead,Las Vegas,NV,89128,36.1965993,-115.261787,2.5,54,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Burgers, Food, Coffee & Tea, Restaurants, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Burgers, Food, Coffee & Tea,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
dDvsIaqRcrmd-yiUNMC5Fg,The Coffee Bean & Tea Leaf,"4165 Grand Canyon Dr, Ste 106",Las Vegas,NV,89147,36.1139892,-115.3086684,4.0,43,1,"{'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False'}","Coffee & Tea, Food","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:30-20:0'}",Coffee & Tea, Food,,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.0,20.0,6.5,20.0
dZB5VuI4mCVRz8qQUwUgCg,Krazy Sushi,"7160 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.291501,-115.287007,3.5,585,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'BikeParking': 'True'}","Japanese, Restaurants, Sushi Bars","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '12:0-21:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",Japanese, Restaurants, Sushi Bars,11.0,23.0,11.0,23.0,11.0,23.0,12.0,21.0,11.0,24,11.0,24,11.0,23.0
8HcdeOTu5ksKfJ9Dwn1AQA,Häagen-Dazs,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.1022507,-115.1699679,4.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'WiFi': ""'no'""}","Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0
4jUj7xHIhdHpTrb0ZXSToA,The Coffee Bean & Tea Leaf,4505 S Maryland Pkwy,Las Vegas,NV,89154,36.105655,-115.141698,4.0,106,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea","{'Monday': '7:0-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-17:0'}",Food, Coffee & Tea,,7.0,19.0,6.5,19.0,6.5,19.0,6.5,19.0,7.0,19.0,7.0,19.0,7.0,17.0
xw6G0T2VQZAtta6RcZoAOQ,Cafe Rio,9002 W Sahara Ave,Las Vegas,NV,89117,36.1447655,-115.2949641,2.5,368,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}","Mexican, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-21:0'}",Mexican, Restaurants,,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,22.0,10.5,22.0,11.0,21.0
SVUxmYs6_TvX5kWv0ok-MA,No. 1 Boba Tea,"9711 S Eastern Ave, Ste H-12",Las Vegas,NV,89183,36.012458,-115.11973,4.0,331,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'None', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True'}","Food, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:0'}",Food, Bubble Tea, Juice Bars & Smoothies,0.0,24,10.0,17.0,10.0,21.0,10.0,17.0,10.0,21.5,10.0,21.5,10.0,21.0
LcbMEHpN5r45I4ZbyxhK0w,Paris Baguette,"4115 Spring Mountain Rd, Ste E101",Las Vegas,NV,89102,36.1260097,-115.1951608,4.0,158,1,"{'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForKids': 'True'}","Food, Coffee & Tea, Bakeries, Restaurants, Patisserie/Cake Shop, Salad","{'Monday': '7:0-21:30', 'Tuesday': '7:0-21:30', 'Wednesday': '7:0-21:30', 'Thursday': '7:0-21:30', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:30'}",Food, Coffee & Tea, Bakeries,7.0,21.5,7.0,21.5,7.0,21.5,7.0,21.5,7.0,22.0,7.0,22.0,7.0,21.5
OMRYQihVjqqzjoNoQgyhgQ,Sister's Oriental Market & Video,1732 Fremont St,Las Vegas,NV,89101,36.1624234,-115.1258725,4.5,165,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'Alcohol': ""'none'"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Restaurants, Thai, Food, Grocery, Laotian","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-18:0'}",Restaurants, Thai, Food,10.0,19.0,10.0,19.0,None,None,10.0,19.0,10.0,19.0,10.0,19.0,10.0,18.0
eZUGIsB68viSP9i8AqrQuw,Green Leaf,"875 S Grand Central Pkwy, Ste 1490",Las Vegas,NV,89106,36.163690312,-115.1577645799,2.0,6,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False'}","Restaurants, Indian",,Restaurants, Indian,,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Y4nbkhj4VowkdSMuSC9Fgw,Block 16 Urban Food Hall,3708 Las Vegas Blvd S,Las Vegas,NV,89109,36.109955,-115.175393,4.5,67,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'Alcohol': ""u'full_bar'""}","Restaurants, Food Court","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-2:0', 'Saturday': '6:0-2:0', 'Sunday': '6:0-23:0'}",Restaurants, Food Court,,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,2.0,6.0,2.0,6.0,23.0
Hsn3CYnTsrQ2nJzTKefDQA,Pho Saigon 8,"6910 S Rainbow Blvd, Ste 100",Las Vegas,NV,89118,36.063081,-115.241473,4.0,265,1,"{'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'ByAppointmentOnly': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True'}","Food, Coffee & Tea, Vietnamese, Sandwiches, Restaurants","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}",Food, Coffee & Tea, Vietnamese,10.0,23.0,10.0,23.0,10.0,23.0,10.0,20.0,10.0,23.0,10.0,23.0,10.0,23.0
nLYY13t9mStj0wX6KphtPQ,Krispy Kreme,3850 Las Vegas Blvd S,Las Vegas,NV,89109,36.098822731,-115.1760410679,3.5,81,1,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Food, Donuts, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Food, Donuts, Coffee & Tea,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
9a9xBjlW2RxKxD9RMgmcuQ,McDonald's,900 S Rampart,Las Vegas,NV,89145,36.1615403,-115.2911213,2.5,73,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fast Food, Coffee & Tea, Food, Burgers, Restaurants","{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '4:0-1:0', 'Saturday': '4:0-1:0', 'Sunday': '4:0-0:0'}",Fast Food, Coffee & Tea, Food,4.0,24,4.0,24,4.0,24,4.0,24,4.0,1.0,4.0,1.0,4.0,24
